sample,date,time,tide_height,temperature,salinity,DO,pH,elevation,distance_well1,tide,campaign,nitrite,nitrate,ammonia,phosphate,sample-type,quant_reading
240222-H-W2D2,2/24/22,5:45,1.86,9.6,4,10.3,8.6,0.347472,4.75,high,Winter 2022,20.13322196,376.2485096,12.87810828,28.54028516,porewater,2.05
240222-H-W2D3,2/24/22,5:45,1.86,11.6,0.9,5.62,9,-0.222504,4.75,high,Winter 2022,0.499760829,425.0108876,0,65.05506176,porewater,2.415
240222-H-W3D2-1,2/24/22,5:15,2.12,10.8,2.4,5.4,8.9,0.155448,10.058,high,Winter 2022,0,247.0960326,2.031357921,28.24971665,porewater,1.848
240222-H-W3D2-2,2/24/22,5:15,2.12,10.8,2.4,5.4,8.9,0.155448,10.058,high,Winter 2022,0,247.0960326,2.031357921,28.24971665,porewater,1.848
240222-H-W3D3,2/24/22,5:15,2.12,10.5,1.9,2.6,8.7,-0.326136,10.058,high,Winter 2022,0.285577616,324.7017499,1.201551883,31.76882421,porewater,2.2225
240222-H-W3D4,2/24/22,5:15,2.12,10.6,8.1,2.8,7.7,-1.088136,10.058,high,Winter 2022,2.498804144,143.2171746,0.965289985,35.25564638,porewater,1.36
240222-H-W4D1,2/24/22,4:34,2.42,10.1,26.1,9.84,8,-0.420624,19.685,high,Winter 2022,0,112.7317641,0,3.58367834,porewater,1.03
240222-H-W4D2,2/24/22,4:34,2.42,10.4,26.7,7.9,7.9,-0.588264,19.685,high,Winter 2022,0,129.5808435,0,4.003388416,porewater,1.51
240222-H-W4D3,2/24/22,4:34,2.42,9.6,16.2,3.87,8.1,-1.00584,19.685,high,Winter 2022,0,193.5502295,0,5.230233254,porewater,0.988
240222-H-W4D4,2/24/22,4:34,2.42,9.7,14.7,3.72,8.1,-1.76784,19.685,high,Winter 2022,0,222.3221744,0,6.101938796,porewater,2
250222-H-MQBlank,2/25/22,NA,NA,NA,NA,NA,NA,NA,NA,high,Winter 2022,NA,NA,NA,NA,field-blank,0.09
250222-H-W1D2,2/25/22,7:30,1.54,10.1,1.1,4.92,8.9,0.536448,0,high,Winter 2022,0.713944041,310.2086858,2.5055328,47.13667006,porewater,2.52
250222-H-W1D3,2/25/22,7:30,1.54,10.6,0.8,3.96,8.5,-0.033528,0,high,Winter 2022,0,480.198762,1.260823743,23.11633957,porewater,1.95
250222-H-W1D4,2/25/22,7:30,1.54,10.2,4.2,6.96,8.2,-0.57912,0,high,Winter 2022,0,1.642071294,38.36500802,78.4534988,porewater,1.265
250222-H-W2D2,2/25/22,7:01,1.84,8.5,3.3,11.43,8.8,0.347472,4.75,high,Winter 2022,6.853862794,309.9231082,10.86286504,33.51223529,porewater,1.956
250222-H-W2D3,2/25/22,7:01,1.84,10.3,0.9,3.97,9.1,-0.222504,4.75,high,Winter 2022,0.356972021,427.4382974,1.142280023,60.59967788,porewater,1.825
250222-H-W3D2,2/25/22,6:24,2.27,11.1,2.2,9.83,9.3,0.155448,10.058,high,Winter 2022,0,254.9494171,0.727377004,31.25225796,porewater,2.335
250222-H-W3D3,2/25/22,6:24,2.27,12,1.8,5.02,9,-0.326136,10.058,high,Winter 2022,0,356.6150485,1.023736304,34.480797,porewater,1.57
250222-H-W3D4,2/25/22,6:24,2.27,11.6,8.1,3.37,7.9,-1.088136,10.058,high,Winter 2022,3.284142589,91.88459809,2.171433214,40.64730658,porewater,1.485
250222-H-W4D1,2/25/22,5:42,2.5,8.8,22,10.25,8.2,-0.420624,19.685,high,Winter 2022,0,127.5818001,0,3.906532245,porewater,2.5275
250222-H-W4D2,2/25/22,5:42,2.5,9.4,22.4,8.89,8.2,-0.588264,19.685,high,Winter 2022,0,129.2238714,0,4.552240054,porewater,1.54
250222-H-W4D3,2/25/22,5:42,2.5,10,13.7,4.08,8.2,-1.00584,19.685,high,Winter 2022,0,162.1366917,0,4.778237787,porewater,1.86
250222-H-W4D4,2/25/22,5:42,2.5,9.6,13.5,4.37,8.2,-1.76784,19.685,high,Winter 2022,0,224.7495841,0.700710735,5.71451411,porewater,1.41
250222-L-SW,2/25/22,16:15,-1.68,13.2,32.5,8.78,7.9,-0.512064,40,low,Winter 2022,0.214183212,16.63489616,2.239789368,1.969408818,seawater,2.75
250222-L-W1D2,2/25/22,14:20,-3.28,15,1.2,5.34,8.7,0.536448,0,low,Winter 2022,1.21370487,300.2134693,2.68334838,46.55553303,porewater,2.78
250222-L-W1D3,2/25/22,14:20,-3.28,15.2,0.8,3.72,8.4,-0.033528,0,low,Winter 2022,0,484.5538207,0,22.56748793,porewater,1.9725
250222-L-W1D4,2/25/22,14:20,-3.28,15.6,3.9,6.14,8.1,-0.57912,0,low,Winter 2022,0,1.427888082,33.56398737,81.1654716,porewater,1.92
250222-L-W2D2,2/25/22,15:00,-2.64,14.9,2.8,7.6,8.6,0.347472,4.75,low,Winter 2022,7.282229219,325.7012715,9.499612265,39.96931338,porewater,1.295
250222-L-W2D3,2/25/22,15:00,-2.64,14.8,0.9,2.77,8.8,-0.222504,4.75,low,Winter 2022,0.285577616,441.5743894,1.260823743,60.98710257,porewater,2.46
250222-L-W3D2,2/25/22,15:20,-2.52,14.7,3.2,8.6,8.7,0.155448,10.058,low,Winter 2022,0,239.0284649,0.905192584,23.18091035,porewater,2.8875
250222-L-W3D3,2/25/22,15:20,-2.52,13.9,1.9,2.31,8.7,-0.326136,10.058,low,Winter 2022,0,338.1238978,0,37.06362824,porewater,2.94
250222-L-W3D4,2/25/22,15:20,-2.52,14.1,7.4,3.69,7.7,-1.088136,10.058,low,Winter 2022,2.78438176,120.3709653,2.143852607,43.48842094,porewater,0.01
250222-L-W4D2,2/25/22,15:55,-1.95,13.6,20.5,6.22,7.9,-0.588264,19.685,low,Winter 2022,0,153.35518,0,4.26167154,porewater,1.665
250222-L-W4D3,2/25/22,15:55,-1.95,12.7,16.2,4.38,8,-1.00584,19.685,low,Winter 2022,0,186.0538171,0,5.327089425,porewater,1.17
250222-L-W4D4,2/25/22,15:55,-1.95,12.6,13.1,4.78,8,-1.76784,19.685,low,Winter 2022,0,215.1113396,-0.078514047,5.423945596,porewater,0.716
270222-H-W1D1,2/27/22,11:01,-0.46,15,3.2,7.6,8.5,0.841248,0,high,Winter 2022,34.62628599,321.9887625,11.09995248,32.44681741,porewater,1.8475
270222-H-W1D2,2/27/22,11:01,-0.46,15,1,3.23,8.7,0.536448,0,high,Winter 2022,1.642071294,416.7291368,0,47.81466326,porewater,1.845
270222-H-W1D3,2/27/22,11:01,-0.46,14.9,0.7,2.54,8.4,-0.033528,0,high,Winter 2022,0,551.0934053,0,24.47232596,porewater,1.86
270222-H-W1D4,2/27/22,11:23,-1.14,15,3.8,4.9,8,-0.57912,0,high,Winter 2022,0,0,34.86796829,76.58094616,porewater,1.42
270222-H-W2D1,2/27/22,10:28,0.36,15,2.5,8.52,8.7,0.56388,4.75,high,Winter 2022,9.56685015,395.3108155,9.143981106,39.5818887,porewater,3.1
270222-H-W2D2,2/27/22,10:28,0.36,14.8,2.2,5.62,8.7,0.347472,4.75,high,Winter 2022,2.141832123,424.5111268,5.884028813,67.73474917,porewater,2
270222-H-W2D3,2/27/22,10:28,0.36,15.1,4.6,1.48,8,-0.222504,4.75,high,Winter 2022,1.427888082,257.3054324,0,17.75696475,porewater,1.96
270222-H-W3D1,2/27/22,9:44,1.53,14.2,4.4,10.32,8.6,0.283464,10.058,high,Winter 2022,0,232.674363,0,15.5615582,porewater,3.27
270222-H-W3D2,2/27/22,9:44,1.53,13.8,3.1,4.96,9,0.155448,10.058,high,Winter 2022,0,244.0260732,0,20.08151286,porewater,2.69
270222-H-W3D3,2/27/22,9:44,1.53,13.9,7.9,2.49,8.1,-0.326136,10.058,high,Winter 2022,2.284620931,201.4750084,0,11.04160354,porewater,1.665
270222-H-W3D4,2/27/22,10:07,0.91,14,8.7,2.06,7.4,-1.088136,10.058,high,Winter 2022,2.78438176,25.98756309,0.376446867,39.35589096,porewater,2.35
270222-H-W4D1,2/27/22,8:11,2.73,13.1,34.5,8.66,7.8,-0.420624,19.685,high,Winter 2022,0,11.70868227,0,2.453689675,porewater,1.815
270222-H-W4D2,2/27/22,8:11,2.73,12.1,19.7,5.81,7.9,-0.588264,19.685,high,Winter 2022,0,122.7983751,0,4.003388416,porewater,3.305
270222-H-W4D3,2/27/22,8:11,2.73,12.5,20.3,5.03,7.9,-1.00584,19.685,high,Winter 2022,0,146.4299228,0,3.131682874,porewater,1.67
270222-H-W4D4,2/27/22,8:11,2.73,12.4,13.9,2.9,8.1,-1.76784,19.685,high,Winter 2022,0,197.691105,0,5.165662473,porewater,1.03
270222-L-W1D1,2/27/22,16:07,-4.02,14.8,3.9,8.3,8.6,0.841248,0,low,Winter 2022,26.20174631,319.2757752,11.57412736,29.60570305,porewater,1.5975
270222-L-W1D2,2/27/22,16:07,-4.02,14.9,1.4,2.82,8.8,0.536448,0,low,Winter 2022,3.926692226,419.1565465,0.845920724,44.77983656,porewater,2.615
270222-L-W1D3,2/27/22,16:05,-4.02,14.8,0.8,1.67,8.4,-0.033528,0,low,Winter 2022,0.499760829,432.3645113,0,24.63375292,porewater,2.45
270222-L-W1D4,2/27/22,16:05,-4.02,15.3,3.7,5.1,8.1,-0.57912,0,low,Winter 2022,0,0,35.16432759,73.32012172,porewater,1.78
270222-L-W2D1,2/27/22,16:44,-3.18,14.7,2,8.64,8.9,0.56388,4.75,low,Winter 2022,4.712030671,346.8340151,8.314175068,41.84186603,porewater,2.995
270222-L-W2D2,2/27/22,16:44,-3.18,14.6,2,6.17,8.9,0.347472,4.75,low,Winter 2022,1.356493678,323.4166506,3.216795119,51.55976856,porewater,2.7075
270222-L-W2D3,2/27/22,15:44,-4.06,14.7,5.6,2.06,8.1,-0.222504,4.75,low,Winter 2022,1.070916062,181.6987585,0,17.04668616,porewater,1.4
270222-L-W3D1,2/27/22,17:24,-2.53,13.3,27.5,8.18,8,0.283464,10.058,low,Winter 2022,0,186.6963667,0,7.587066757,porewater,2.595
270222-L-W3D2,2/27/22,17:24,-2.53,13.4,32,6.91,7.9,0.155448,10.058,low,Winter 2022,0,217.5387493,0.686306028,12.55901689,porewater,2.71
270222-L-W3D3,2/27/22,17:24,-2.53,13.5,5.7,3.86,8.4,-0.326136,10.058,low,Winter 2022,0,256.3773051,0,14.68985266,porewater,1.89
270222-L-W3D4,2/27/22,17:25,-2.53,13.7,7.3,3.27,7.7,-1.088136,10.058,low,Winter 2022,2.498804144,47.19170111,1.208308198,38.87161011,porewater,1.77
270222-L-W4D1,2/27/22,18:10,-1.42,11.9,32.7,8.47,7.6,-0.420624,19.685,low,Winter 2022,0,22.98899812,2.408991944,1.323701009,porewater,1.89
270222-L-W4D2,2/27/22,18:10,-1.42,11.5,32.8,8.11,7.5,-0.588264,19.685,low,Winter 2022,0,19.56206673,0,1.743411085,porewater,2.16
270222-L-W4D3,2/27/22,18:10,-1.42,11.6,30.8,7.49,7.5,-1.00584,19.685,low,Winter 2022,0,111.9464256,0,2.421404284,porewater,1.13
270222-L-W4D4,2/27/22,18:10,-1.42,11.7,24.4,7.28,7.6,-1.76784,19.685,low,Winter 2022,0.856732849,125.2257848,0,3.615963731,porewater,0.595
281122-KitBlank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,kitome-blank,0.01
291122-KitBlank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,kitome-blank,0.01
Culture-W1D3,NA,NA,NA,NA,NA,NA,NA,-0.881,0,NA,Summer 2022,NA,NA,NA,NA,culture,1.39
Culture-W1D5,NA,NA,NA,NA,NA,NA,NA,-1.137,0,NA,Summer 2022,NA,NA,NA,NA,culture,1.39
Culture-W2D2,NA,NA,NA,NA,NA,NA,NA,-0.643,4.75,NA,Summer 2022,NA,NA,NA,NA,culture,2.27
Culture-W2D4,NA,NA,NA,NA,NA,NA,NA,-1.055,4.75,NA,Summer 2022,NA,NA,NA,NA,culture,1.63
Culture-W3D1,NA,NA,NA,NA,NA,NA,NA,0.052,10.058,NA,Summer 2022,NA,NA,NA,NA,culture,1.91
Culture-W4D1,NA,NA,NA,NA,NA,NA,NA,0.064,19.685,NA,Summer 2022,NA,NA,NA,NA,culture,0.449
Culture-W4D4,NA,NA,NA,NA,NA,NA,NA,-0.823,19.685,NA,Summer 2022,NA,NA,NA,NA,culture,1.72
D-W1D1-10-R1,10/20/22,11:16,0.27,17,8.8,7.55,7.9,-0.66,0,NA,Summer 2022,0,-0.571155233,28.5640773,30.80026249,RO2,1.3
D-W1D1-10-R2,10/20/22,11:16,0.27,17,8.8,7.55,7.9,-0.66,0,NA,Summer 2022,0,-0.571155233,28.5640773,30.80026249,RO2,1.59
D-W1D1-10-R3,10/20/22,11:16,0.27,17,8.8,7.55,7.9,-0.69,0,NA,Summer 2022,0,-0.571155233,28.5640773,30.80026249,RO2,1.09
D-W1D1-30-R1,11/9/22,13:50,-0.01,16.3,8.5,6.58,7.9,-0.69,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.4625
D-W1D1-30-R2,11/9/22,13:50,-0.01,16.3,8.5,6.58,7.9,-0.69,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.69
D-W1D1-30-R3,11/9/22,13:50,-0.01,16.3,8.5,6.58,7.9,-0.66,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.72
D-W1D1-5-R1,10/16/22,15:52,0.53,18.1,7.4,8.38,7.9,-0.66,0,NA,Summer 2022,-0.142788808,2.78438176,26.6779217,25.86059775,RO2,1.14
D-W1D1-5-R2,10/16/22,15:52,0.53,18.1,7.4,8.38,7.9,-0.66,0,NA,Summer 2022,-0.142788808,2.78438176,26.6779217,25.86059775,RO2,0.667
D-W1D1-5-R3,10/16/22,15:52,0.53,18.1,7.4,8.38,7.9,-0.69,0,NA,Summer 2022,-0.142788808,2.78438176,26.6779217,25.86059775,RO2,0.989
NC-Sterile-0-R1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,RO2,0.077
NCD4-Sterile-10-R1,10/20/22,11:16,0.27,17,8.8,7.55,7.9,-0.66,0,NA,Summer 2022,0,-0.571155233,28.5640773,30.80026249,RO2,0.451
NCD4-Sterile-30-R1,11/9/22,13:50,-0.01,16.3,8.5,6.58,7.9,-0.69,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.96
NCD4-Sterile-5-R1,10/16/22,15:52,0.53,18.1,7.4,8.38,7.9,-0.66,0,NA,Summer 2022,-0.142788808,2.78438176,26.6779217,25.86059775,RO2,0.01
NCW1-Sterile-10-R1,10/20/22,11:16,0.27,17.1,0.9,3.82,7.8,-0.2,0,NA,Summer 2022,19.2050947,222.4649632,0,-3.55139295,RO2,0.252
NCW1-Sterile-30-R1,11/9/22,13:50,-0.01,16.2,2.9,5.26,7.5,-0.24,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.58
NCW1-Sterile-5-R1,10/16/22,15:52,0.53,18,0.9,3.67,7.8,-0.2,0,NA,Summer 2022,17.77720662,210.1137313,1.5539284,15.85212671,RO2,0.497
NCW4-Sterile-10-R1,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.08,19.685,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,1.25
NCW4-Sterile-30-R1,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.04,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,1.97
NCW4-Sterile-5-R1,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,19.685,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,0.96
NR-SW-T0,NA,NA,NA,NA,NA,NA,NA,-0.512064,35,NA,Summer 2022,NA,NA,NA,NA,nit-rate,1.874
NR-W1D1-T0,NA,NA,NA,NA,NA,NA,NA,-0.055,0,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.302
NR-W1D3-T0,NA,NA,NA,NA,NA,NA,NA,-0.881,0,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.434
NR-W1D4-T0,NA,NA,NA,NA,NA,NA,NA,-0.908,0,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.396
NR-W1D5-T0,NA,NA,NA,NA,NA,NA,NA,-1.137,0,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.155
NR-W2D3-T2,NA,NA,NA,NA,NA,NA,NA,-0.881,4.75,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.235
NR-W3D1-T0,NA,NA,NA,NA,NA,NA,NA,0.052,10.058,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.48
NR-W3D2-T0,NA,NA,NA,NA,NA,NA,NA,-0.619,10.058,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.808
NR-W3D3-T0,NA,NA,NA,NA,NA,NA,NA,-0.817,10.058,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.533
NR-W3D4-T0,NA,NA,NA,NA,NA,NA,NA,-0.954,10.058,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.433
NR-W4D1-T0,NA,NA,NA,NA,NA,NA,NA,0.064,19.685,NA,Summer 2022,NA,NA,NA,NA,nit-rate,0.16
PC-W1D1-0-R1,NA,NA,NA,NA,NA,NA,NA,0.9318,0,NA,Summer 2022,NA,NA,NA,NA,RO2,0.406
PC-W1D1-0-R2,NA,NA,NA,NA,NA,NA,NA,0.9318,0,NA,Summer 2022,NA,NA,NA,NA,RO2,0.418
PC-W1D1-0-R3,NA,NA,NA,NA,NA,NA,NA,0.9318,0,NA,Summer 2022,NA,NA,NA,NA,RO2,0.446
PC-W1D1-10-R1,10/20/22,11:16,0.27,17.1,0.9,3.82,7.8,-0.2,0,NA,Summer 2022,19.2050947,222.4649632,0,-3.55139295,RO2,1.47
PC-W1D1-10-R2,10/20/22,11:16,0.27,17.1,0.9,3.82,7.8,-0.2,0,NA,Summer 2022,19.2050947,222.4649632,0,-3.55139295,RO2,0.841
PC-W1D1-10-R3,10/20/22,11:16,0.27,17.1,0.9,3.82,7.8,-0.24,0,NA,Summer 2022,19.2050947,222.4649632,0,-3.55139295,RO2,2.275
PC-W1D1-30-R1,11/9/22,13:50,-0.01,16.2,2.9,5.26,7.5,-0.24,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.655
PC-W1D1-30-R2,11/9/22,13:50,-0.01,16.2,2.9,5.26,7.5,-0.24,0,NA,Summer 2022,NA,NA,NA,NA,RO2,2.365
PC-W1D1-5-R1,10/16/22,15:52,0.53,18,0.9,3.67,7.8,-0.2,0,NA,Summer 2022,17.77720662,210.1137313,1.5539284,15.85212671,RO2,1.3
PC-W1D1-5-R2,10/16/22,15:52,0.53,18,0.9,3.67,7.8,-0.2,0,NA,Summer 2022,17.77720662,210.1137313,1.5539284,15.85212671,RO2,1.34
PC-W1D1-5-R3,10/16/22,15:52,0.53,18,0.9,3.67,7.8,-0.24,0,NA,Summer 2022,17.77720662,210.1137313,1.5539284,15.85212671,RO2,1.73
PC-W4D1-0-R1,NA,NA,NA,NA,NA,NA,NA,0.2646,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,0.598
PC-W4D1-0-R2,NA,NA,NA,NA,NA,NA,NA,0.2646,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,1.27
PC-W4D1-0-R3,NA,NA,NA,NA,NA,NA,NA,0.2646,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,0.536
PC-W4D1-10-R1,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.08,19.685,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,1.82
PC-W4D1-10-R2,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.04,19.685,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,1.53
PC-W4D1-30-R1,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.04,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,2.335
PC-W4D1-30-R2,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.08,19.685,NA,Summer 2022,NA,NA,NA,NA,RO2,1.515
PC-W4D1-5-R1,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,19.685,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,2.36
PC-W4D1-5-R2,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,19.685,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,2.36
S-W1D1-10-R1,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.08,0,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,0.941
S-W1D1-10-R2,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.04,0,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,0.701
S-W1D1-10-R3,10/20/22,13:15,-0.06,18.6,14.7,3.26,8,-0.04,0,NA,Summer 2022,4.569241863,67.53910628,0.2779696,2.84111436,RO2,1.49
S-W1D1-30-R1,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.04,0,NA,Summer 2022,NA,NA,NA,NA,RO2,2.635
S-W1D1-30-R2,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.08,0,NA,Summer 2022,NA,NA,NA,NA,RO2,2.29
S-W1D1-30-R3,11/9/22,12:50,0.42,15.5,30,4.67,7.8,-0.08,0,NA,Summer 2022,NA,NA,NA,NA,RO2,1.4675
S-W1D1-5-R1,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,0,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,1.96
S-W1D1-5-R2,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,0,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,0.557
S-W1D1-5-R3,10/16/22,15:05,1.13,18.3,11.8,5.65,8.1,-0.04,0,NA,Summer 2022,5.711552329,86.31583456,0,18.85466803,RO2,1.23
Sand-1-A,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,1.5
Sand-1-B,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,2.68
Sand-1-S,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,3.9
Sand-2-B,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,3.4
Sand-2-S,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,3.54
Sand-3-B,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,3.62
Sand-3-S,2/26/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,sand,3.72
Sand-Blank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,kitome-blank,0.01
Sand-W1-2A,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,2.05
Sand-W1-3A,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,2.04
Sand-W1-4A,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,1.57
Sand-W1-5A,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,2.445
Sand-W1-6A,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,1.535
Sand-W1-6A-F,10/9/22,NA,NA,NA,NA,NA,NA,NA,0,NA,Summer 2022,NA,NA,NA,NA,sand,1.3
Sand-W4-3B,10/9/22,NA,NA,NA,NA,NA,NA,NA,19.685,NA,Summer 2022,NA,NA,NA,NA,sand,1.31
Sand-W4-5B,10/9/22,NA,NA,NA,NA,NA,NA,NA,19.685,NA,Summer 2022,NA,NA,NA,NA,sand,1.68
Sand-W4-6B,10/9/22,NA,NA,NA,NA,NA,NA,NA,19.685,NA,Summer 2022,NA,NA,NA,NA,sand,1.94
Sand-W4-7B,10/9/22,NA,NA,NA,NA,NA,NA,NA,19.685,NA,Summer 2022,NA,NA,NA,NA,sand,1.23
SVBlank,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,kitome-blank,0.01
Water-NegCtrl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,seq-blank,0.00001
WaterNegCtrl-P1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,seq-blank,0.00001
WaterNegCtrl-P2C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,seq-blank,0.00001
WaterNegCtrl-P3D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,seq-blank,0.00001
ZymoMock-PosCtrl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Winter 2022,NA,NA,NA,NA,mock-PC,1
ZymoMockCtrl-P1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,mock-PC,1
ZymoMockCtrl-P2C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,mock-PC,1
ZymoMockCtrl-P3D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Summer 2022,NA,NA,NA,NA,mock-PC,1