Sample,Date,Tide,Well,Depth,DOC,TN,,UniqueID,CobleA,CobleB,CobleC,CobleM,CobleT,Fpeak,Stedmon_D,Optical_Brighteners,dieselBandII,Petroleum,Lignin,BIX,HIX,FI,M_to_C,JP5_empirical,JP5_normalized,Diesel_Chen,sample,run_name,UniqueID,W,D,tide
240222_H_W1D4,240222,H,1,4,717.9340088,69.00911707,,240222_H_W1D4,0.68991754,0.192680165,0.550516835,0.905684915,0.626332635,0.083859704,0.527892711,0.551357455,0.527188476,2.130085313,2.330604676,1.398140233,12.20381649,1.035568628,0.60784587,26.63901608,0.012587496,607.5541006,Group001Sample0001,run3,240222_H_W1D4,W1,D4,H
240222_H_W2D2,240222,H,2,2,836.6614768,445.2244283,,240222_H_W2D2,0.599625679,0.134810251,0.485716513,0.774311435,0.458145154,0.101726048,0.483741401,0.490553923,0.487297711,1.75601392,1.501918774,1.369537299,14.07819734,1.031847198,0.627288311,19.42103235,0.011759296,423.4245427,Group002Sample0007,run1,240222_H_W2D2,W2,D2,H
240222_H_W2D3,240222,H,2,3,646.6642244,438.3705655,,240222_H_W2D3,0.568206859,0.073085514,0.465393081,0.72452481,0.303375709,0.030204707,0.473515951,0.472201007,0.478513305,1.619842661,1.086674402,1.352664197,17.81071217,1.031846967,0.642342504,12.50343366,0.008788101,333.9210093,Group003Sample0001,run1,240222_H_W2D3,W2,D3,H
240222_H_W3D2,240222,H,3,2,696.786199,297.116737,,240222_H_W3D2,0.613791999,0.077576358,0.494942784,0.795717053,0.36241835,0.081751819,0.487868328,0.499063144,0.490570108,1.815147808,1.429016446,1.375341819,17.78433044,1.033514597,0.622008517,14.66805741,0.008575153,425.6755143,Group003Sample0002,run1,240222_H_W3D2,W3,D2,H
240222_H_W3D3,240222,H,3,3,717.1014179,409.7771067,,240222_H_W3D3,0.631524581,0.079713958,0.505735669,0.824272204,0.410666672,0.043861602,0.493636174,0.507971845,0.494891932,1.903171284,1.477715038,1.385638613,17.80407137,1.034122267,0.613554195,16.32079557,0.009145822,447.2632383,Group003Sample0003,run1,240222_H_W3D3,W3,D3,H
240222_H_W3D4,240222,H,3,4,409.2092884,184.2421841,,240222_H_W3D4,0.544737998,0.057423436,0.4516253,0.688099301,0.258819818,0.042377473,0.465694254,0.460200582,0.472144739,1.501836704,0.969105362,1.345044644,18.41196585,1.02982883,0.656337391,10.50287145,0.008105069,297.9584229,Group003Sample0004,run1,240222_H_W3D4,W3,D4,H
240222_H_W4D1,240222,H,4,1,116.6368322,125.3036047,,240222_H_W4D1,0.213623328,0.026007655,0.205555004,0.2273723,0.074861724,0.006794242,0.09877014,0.166962148,0.07525475,0.257450075,0.240662286,0.746176847,8.964348025,1.446350761,0.904045937,3.180045807,0.012543446,52.90804028,Group003Sample0005,run1,240222_H_W4D1,W4,D1,H
240222_H_W4D2,240222,H,4,2,135.3701283,150.829603,,240222_H_W4D2,0.291536706,0.023094236,0.284805498,0.306071079,0.063746389,0.004485921,0.140516298,0.235165495,0.105551416,0.359901004,0.286193374,0.712161167,13.58034784,1.442208196,0.930520774,2.751603263,0.007972231,67.73478372,Group003Sample0006,run1,240222_H_W4D2,W4,D2,H
240222_H_W4D3,240222,H,4,3,220.4609223,219.9036889,,240222_H_W4D3,0.511263335,0.030431679,0.43106863,0.636189214,0.13265439,0.001462535,0.321209367,0.442016919,0.240673765,0.809747992,0.487778933,0.75493573,15.06469125,1.278215421,0.677579282,5.363509917,0.007374052,139.6065447,Group003Sample0007,run1,240222_H_W4D3,W4,D3,H
240222_H_W4D4,240222,H,4,4,238.3616275,246.5694989,,240222_H_W4D4,0.487425379,0.035454328,0.410979466,0.607697408,0.148177611,0.026694362,0.333019724,0.420999817,0.249478377,0.836277907,0.558902203,0.807178972,14.21619186,1.174379097,0.676289649,5.82330808,0.007883414,143.9577544,Group004Sample0001,run1,240222_H_W4D4,W4,D4,H
250222_H_MQ,250222,H,MQ,,1.476461266,0,,,,,,,,,,,,,,,,,,,,,,,,,,
250222_H_W1D2,250222,H,1,2,722.4299999,345.2008682,,250222_H_W1D2,0.599715238,0.061984233,0.478763632,0.780914283,0.2867979,0.036135459,0.468434927,0.480527506,0.470359644,1.80338127,1.168886509,1.38043677,20.96821893,1.034672154,0.613080901,11.82350902,0.00742678,371.9012326,Group004Sample0003,run1,250222_H_W1D2,W1,D2,H
250222_H_W1D3,250222,H,1,3,514.4487832,480.3504751,,250222_H_W1D3,0.519487103,0.057790657,0.429431965,0.657857832,0.230071274,0.058164511,0.442749212,0.436916344,0.448461819,1.454010514,0.808642627,1.341990787,18.11890406,1.030641852,0.652773205,9.393517134,0.008049161,264.2678522,Group004Sample0004,run1,250222_H_W1D3,W1,D3,H
250222_H_W1D4,250222,H,1,4,659.3196067,68.19522086,,250222_H_W1D4,0.606371516,0.14614233,0.487012538,0.791007982,0.524541307,0.102111011,0.475694839,0.489718927,0.476276168,1.838979583,1.971351549,1.387157616,12.79727368,1.034664223,0.615685996,22.17339883,0.012172363,517.9839173,Group004Sample0005,run1,250222_H_W1D4,W1,D4,H
250222_H_W2D2,250222,H,2,2,693.6223534,326.5644299,,250222_H_W2D2,0.563625503,0.100884398,0.457665059,0.724738754,0.366149916,0.038752227,0.457821668,0.462719037,0.461542146,1.634496287,1.263266485,1.363328661,16.55825833,1.033552113,0.631489701,14.68403434,0.009757551,368.2051596,Group004Sample0006,run1,250222_H_W2D2,W2,D2,H
250222_H_W2D3,250222,H,2,3,631.0115147,345.3411582,,250222_H_W2D3,0.53781923,0.06885464,0.440923001,0.686251894,0.292694703,0.030642943,0.448693091,0.447341268,0.453834815,1.534986404,1.037895086,1.353446867,17.41378807,1.03104725,0.642508975,11.98960468,0.008925853,315.9152889,Group004Sample0007,run1,250222_H_W2D3,W2,D3,H
250222_H_W3D2,250222,H,3,2,706.8605493,263.5231711,,250222_H_W3D2,0.573738919,0.062802153,0.462212476,0.743473289,0.309247359,0.064051112,0.458007629,0.46667302,0.460562452,1.690780653,1.283067789,1.372405875,19.20319369,1.033354654,0.621693454,12.62806494,0.007955134,389.2414288,Group005Sample0001,run1,250222_H_W3D2,W3,D2,H
250222_H_W3D3,250222,H,3,3,708.9095556,386.7524113,,250222_H_W3D3,0.589209372,0.068804129,0.472080479,0.766473331,0.319533843,0.047261747,0.463260226,0.475186467,0.465042191,1.767187547,1.289020663,1.380463586,19.58413881,1.03478688,0.615912466,13.05274146,0.007962302,403.0815875,Group005Sample0002,run1,250222_H_W3D3,W3,D3,H
250222_H_W3D4,250222,H,3,4,396.3132873,130.5999986,,250222_H_W3D4,0.512378483,0.054070873,0.424740719,0.647306575,0.227681447,0.032568712,0.438421262,0.432987999,0.44438689,1.414170761,0.943574018,1.345619912,19.59603144,1.030366219,0.656166235,9.380534494,0.007689155,279.8105643,Group005Sample0003,run1,250222_H_W3D4,W3,D4,H
250222_H_W4D1,250222,H,4,1,152.2559052,160.2536643,,250222_H_W4D1,0.304541367,0.020683595,0.301320125,0.322131651,0.057249496,0.011577847,0.145480675,0.246559746,0.109492594,0.364901186,0.289372589,0.733067364,15.09931998,1.460681323,0.935394345,2.575819362,0.007221511,69.80607568,Group005Sample0004,run1,250222_H_W4D1,W4,D1,H
250222_H_W4D2,250222,H,4,2,177.8830543,196.6648104,,250222_H_W4D2,0.432433323,0.022742911,0.401407308,0.442604462,0.076369284,0,0.213834543,0.354670529,0.161490975,0.545327952,0.374588057,0.697909045,16.63431944,1.409889754,0.906921061,3.30829737,0.006475656,96.96137157,Group005Sample0005,run1,250222_H_W4D2,W4,D2,H
250222_H_W4D3,250222,H,4,3,266.8037666,230.7199412,,250222_H_W4D3,0.483072831,0.031174641,0.406814025,0.602013144,0.112186458,0,0.310686003,0.41696949,0.237876464,0.821467491,0.493732833,0.791384147,17.10998789,1.152091817,0.675756051,4.727345364,0.00650235,140.3047044,Group005Sample0006,run1,250222_H_W4D3,W4,D3,H
250222_H_W4D4,250222,H,4,4,242.4504817,242.3929262,,250222_H_W4D4,0.483520148,0.032254943,0.406875338,0.603317877,0.124015507,0.036966126,0.360126408,0.41715858,0.273113809,0.912803911,0.551613439,0.869748979,17.235321,1.057786058,0.67439629,5.15906498,0.006593541,152.3514024,Group005Sample0007,run1,250222_H_W4D4,W4,D4,H
250222_L_SW,250222,L,Seawater,1,81.51689743,22.52731431,,250222_L_SW,0.067373172,0.023970067,0.060017636,0.072716948,0.032382951,0.003793746,0.028217955,0.046476777,0.021600477,0.079797198,0.084449086,0.759924222,5.122869744,1.482333455,0.825359675,1.719827033,0.021329609,18.9475286,Group001Sample0001,run2,250222_L_SW,250222_L_SW,250222_L_SW,L
250222_L_W1D2,250222,L,1,2,697.669578,339.7391962,,250222_L_W1D2,0.614244261,0.063812184,0.490281528,0.80091413,0.3016969,0.041225225,0.479476703,0.492287278,0.481744646,1.854045958,1.165317044,1.382877718,20.81892519,1.034297154,0.612152426,12.20135739,0.007491335,379.9520492,Group006Sample0001,run1,250222_L_W1D2,W1,D2,L
250222_L_W1D3,250222,L,1,3,508.088621,477.0306353,,250222_L_W1D3,0.532241397,0.06412997,0.43929601,0.6745363,0.292824798,0.070919373,0.452829821,0.446928563,0.459622611,1.49153935,0.948208734,1.346348259,15.08637953,1.030565267,0.651256293,11.55710725,0.009654576,275.5597429,Group006Sample0002,run1,250222_L_W1D3,W1,D3,L
250222_L_W1D4,250222,L,1,4,644.7438534,70.40916133,,250222_L_W1D4,0.62352876,0.141123232,0.502168989,0.810335078,0.541201654,0.086061031,0.491011255,0.505423651,0.491480958,1.880391786,2.061626667,1.387702316,12.33744633,1.033776671,0.619705358,22.85823855,0.012340387,525.6159819,Group001Sample0003,run3,250222_L_W1D4,W1,D4,L
250222_L_W2D2,250222,L,2,2,658.3296561,403.1374271,,250222_L_W2D2,0.584741584,0.100297781,0.472975602,0.755834024,0.411647169,0.081691655,0.470697929,0.477564417,0.474422908,1.713630462,1.370694307,1.37126428,15.17373156,1.033535504,0.625766487,16.77086615,0.010609214,390.8490877,Group006Sample0003,run1,250222_L_W2D2,W2,D2,L
250222_L_W2D3,250222,L,2,3,608.3741997,454.9697645,,250222_L_W2D3,0.553420224,0.069031951,0.452375498,0.706587174,0.289817543,0.030181042,0.459696483,0.458931005,0.465125083,1.585096264,1.018030165,1.355737181,17.93077948,1.031485728,0.640226026,11.89978782,0.008669266,321.534346,Group006Sample0004,run1,250222_L_W2D3,W2,D3,L
250222_L_W3D2,250222,L,3,2,588.766683,270.8792935,,250222_L_W3D2,0.572388137,0.064703054,0.465305834,0.736384271,0.31633509,0.042529379,0.466343925,0.470989358,0.470887474,1.652782606,1.217256113,1.366643867,18.42407524,1.033510055,0.631879105,12.76653884,0.008304524,373.4469031,Group006Sample0005,run1,250222_L_W3D2,W3,D2,L
250222_L_W3D3,250222,L,3,3,764.8596668,395.7481063,,250222_L_W3D3,0.61691061,0.068526305,0.492787512,0.805476954,0.342004371,0.045895842,0.480950428,0.49504501,0.482936237,1.865328083,1.382545292,1.385565958,19.3505236,1.034834347,0.611795918,13.9070236,0.008013631,431.0390186,Group006Sample0006,run1,250222_L_W3D3,W3,D3,L
250222_L_W3D4,250222,L,3,4,417.5443563,156.3983665,,250222_L_W3D4,0.532276185,0.064007381,0.440716492,0.674151293,0.284885117,0.043097595,0.453783894,0.448985636,0.460470678,1.476722211,1.019502106,1.349073579,17.26818822,1.0307413,0.653735291,11.46665017,0.008871731,305.4137693,Group006Sample0007,run1,250222_L_W3D4,W3,D4,L
250222_L_W4D2,250222,L,4,2,144.1506324,174.2826647,,250222_L_W4D2,0.374946941,0.024486139,0.365743424,0.391839205,0.110208778,0.017323807,0.176073186,0.300529387,0.130215357,0.455583181,0.354878479,0.723861767,11.37439765,1.452980382,0.933401812,4.38564248,0.009977,88.68466995,Group007Sample0001,run1,250222_L_W4D2,W4,D2,L
250222_L_W4D3,250222,L,4,3,201.1123415,208.5519787,,250222_L_W4D3,0.50259421,0.04177021,0.423579589,0.608631284,0.21792498,0.049119881,0.295159916,0.434338666,0.220921227,0.756117833,0.526894952,0.737209298,11.10094571,1.342265791,0.695954349,7.947282624,0.011444546,137.7172871,Group007Sample0002,run1,250222_L_W4D3,W4,D3,L
250222_L_W4D4,250222,L,4,4,241.0767066,229.0064755,,250222_L_W4D4,0.50572528,0.035464036,0.424717041,0.630749143,0.192044139,0.048082972,0.36002725,0.435419174,0.269787747,0.92605743,0.631679615,0.8673154,12.60246724,1.10263086,0.673353339,7.422605809,0.009186234,164.3798732,Group007Sample0003,run1,250222_L_W4D4,W4,D4,L
270222_H_SW,270222,H,Seawater,1,76.65664782,18.4268957,,270222_H_SW,0.041404807,0.021730923,0.0363856,0.045711276,0.025864394,0.021195632,0.01699061,0.028449288,0.012593126,0.049262863,0.049152007,0.825725602,3.932751063,1.544644329,0.795987397,1.40110915,0.02832028,12.0405403,Group009Sample0001,run1,270222_H_SW,270222_H_SW,270222_H_SW,H
270222_H_W1D1,270222,H,1,1,801.7018159,410.5267479,,270222_H_W1D1,0.619047133,0.153447637,0.494911369,0.807858836,0.619838983,0.131162298,0.485306986,0.497760746,0.487751737,1.86266625,1.668983235,1.379404004,12.38721171,1.034509955,0.6126211,24.24121698,0.013904891,454.4406349,Group007Sample0004,run1,270222_H_W1D1,W1,D1,H
270222_H_W1D2,270222,H,1,2,689.302039,415.5600534,,270222_H_W1D2,0.606271042,0.067131405,0.485688476,0.788532575,0.330546595,0.058305827,0.478896903,0.487757511,0.481451598,1.823905172,1.128069084,1.377547349,19.20442604,1.034141006,0.615939647,13.09280916,0.008282597,366.0111694,Group007Sample0005,run1,270222_H_W1D2,W1,D2,H
270222_H_W1D3,270222,H,1,3,520.8272624,549.2103779,,270222_H_W1D3,0.538414474,0.065629658,0.444412794,0.682973233,0.293072062,0.077020724,0.457616346,0.451926035,0.464330253,1.511566158,0.927392735,1.34613062,14.85040142,1.030591774,0.650703091,11.90882433,0.009796429,282.7425728,Group007Sample0006,run1,270222_H_W1D3,W1,D3,H
270222_H_W1D4,270222,H,1,4,672.718909,70.40916133,,270222_H_W1D4,0.624224985,0.141231854,0.502352248,0.811965163,0.53799614,0.097278156,0.490547628,0.504710243,0.491557758,1.89539873,1.940259354,1.385738961,12.76109752,1.033302423,0.618686948,22.44418088,0.012412362,513.5878937,Group001Sample0002,run3,270222_H_W1D4,W1,D4,H
270222_H_W2D1,270222,H,2,1,751.2468049,449.2939093,,270222_H_W2D1,0.612179156,0.121413864,0.491261461,0.798155479,0.439990033,0.065718303,0.482988607,0.494273631,0.485928921,1.829614803,1.490371889,1.378667211,14.89259601,1.035238246,0.615495946,18.82463021,0.011056186,430.6283058,Group007Sample0007,run1,270222_H_W2D1,W2,D1,H
270222_H_W2D2,270222,H,2,2,641.5945782,459.1463371,,270222_H_W2D2,0.590475118,0.077031822,0.477613115,0.763023906,0.337808756,0.061525261,0.475507686,0.482053653,0.479337374,1.738904373,1.242447329,1.369224899,18.11709626,1.03361817,0.625947773,13.9126403,0.008889492,377.7787587,Group008Sample0001,run1,270222_H_W2D2,W2,D2,H
270222_H_W2D3,270222,H,2,3,392.6654983,324.6214312,,270222_H_W2D3,0.516561978,0.043196513,0.431576432,0.648701602,0.174385222,0.045477797,0.451774927,0.440804304,0.357126677,1.205290418,0.650109778,1.088225267,17.28117815,1.030343167,0.665292687,7.176810999,0.007439284,200.7230003,Group008Sample0002,run1,270222_H_W2D3,W2,D3,H
270222_H_W3D1,270222,H,3,1,671.9164995,285.3188117,,270222_H_W3D1,0.544606359,0.114213373,0.449518635,0.690837382,0.408059502,0.116070467,0.461715479,0.457528132,0.467700546,1.516639787,1.250185306,1.349703945,11.94862259,1.030712701,0.65068661,16.16219652,0.0122453,318.0488089,Group008Sample0003,run1,270222_H_W3D1,W3,D1,H
270222_H_W3D2,270222,H,3,2,647.3134372,386.6274711,,270222_H_W3D2,0.577198687,0.064564772,0.468850075,0.741946848,0.316282691,0.088535639,0.470807826,0.473962808,0.474907865,1.677715656,1.222426405,1.364618684,19.02928493,1.032741343,0.631918683,12.77230478,0.008319602,378.591813,Group008Sample0004,run1,270222_H_W3D2,W3,D2,H
270222_H_W3D3,270222,H,3,3,383.2988502,253.7267879,,270222_H_W3D3,0.521104545,0.045817224,0.434990448,0.655429475,0.184363911,0.029623367,0.454072691,0.444488609,0.392923813,1.364275276,0.70794814,1.126902243,17.75359821,1.029754307,0.663672393,7.509771249,0.007255266,220.3147099,Group008Sample0005,run1,270222_H_W3D3,W3,D3,H
270222_H_W3D4,270222,H,3,4,452.9867118,75.1301163,,270222_H_W3D4,0.541563973,0.062781696,0.448313332,0.685491294,0.271980237,0.052018304,0.461245715,0.455606696,0.467225485,1.506236385,1.038977913,1.347270433,18.12218905,1.031529982,0.654002955,11.12746716,0.008532841,309.9884319,Group008Sample0006,run1,270222_H_W3D4,W3,D4,H
270222_H_W4D1,270222,H,4,1,84.97214983,25.75434137,,270222_H_W4D1,0.115294,0.026682729,0.104784505,0.124386142,0.040105889,0.007475372,0.051013938,0.084122254,0.040326583,0.14431158,0.115270172,0.748091463,7.853310319,1.412565905,0.842413018,1.990350584,0.014156763,30.64700111,Group001Sample0002,run2,270222_H_W4D1,W4,D1,H
270222_H_W4D2,270222,H,4,2,184.1264456,164.6265716,,270222_H_W4D2,0.234670011,0.031293502,0.223444683,0.244354299,0.0597482,0.023797865,0.108874846,0.183289414,0.081566273,0.281586846,0.236592724,0.733988207,11.02849051,1.456710942,0.914429105,2.741334286,0.009966855,55.34801356,Group008Sample0007,run1,270222_H_W4D2,W4,D2,H
270222_H_W4D3,270222,H,4,3,169.5519412,147.2777314,,270222_H_W4D3,0.491399743,0.040137581,0.419267208,0.50418582,0.11569842,0.019502022,0.226176748,0.39215533,0.166071821,0.603033814,0.43963459,0.690208176,13.6545912,1.430530662,0.831572787,4.75987134,0.008380565,112.3400253,Group001Sample0003,run2,270222_H_W4D3,W4,D3,H
270222_H_W4D4,270222,H,4,4,220.4440624,172.2300756,,270222_H_W4D4,0.500654836,0.032882379,0.422396036,0.624150281,0.124280948,0.011036703,0.331098047,0.433127224,0.244404822,0.860391347,0.543004135,0.823449005,16.79469899,1.19167081,0.676753739,5.12035252,0.006785971,149.037221,Group001Sample0004,run2,270222_H_W4D4,W4,D4,H
270222_L_W1D1,270222,L,1,1,812.4162205,422.824434,,270222_L_W1D1,0.615702245,0.144898813,0.493858926,0.801576459,0.641109195,0.151505628,0.486257732,0.49664463,0.488138372,1.842416308,1.784358627,1.379061051,11.58025729,1.034577696,0.616109568,25.25396651,0.014501086,462.0182273,Group009Sample0002,run1,270222_L_W1D1,W1,D1,L
270222_L_W1D2,270222,L,1,2,706.2608757,451.6320761,,270222_L_W1D2,0.596790501,0.072888518,0.480234701,0.773527955,0.348271984,0.096235776,0.477001148,0.484360997,0.479682244,1.770880191,1.178298158,1.374141074,18.46041767,1.034419258,0.620836905,13.74118326,0.008842829,362.2215922,Group009Sample0003,run1,270222_L_W1D2,W1,D2,L
270222_L_W1D3,270222,L,1,3,586.867335,475.7276875,,270222_L_W1D3,0.54231026,0.062458239,0.446724888,0.688512509,0.273983915,0.046217796,0.459126214,0.454005942,0.464896294,1.52857195,0.927802188,1.347622443,16.75212343,1.02951202,0.648826104,11.07951849,0.008975872,281.9786586,Group009Sample0004,run1,270222_L_W1D3,W1,D3,L
270222_L_W1D4,270222,L,1,4,719.374183,94.70646191,,270222_L_W1D4,0.608506132,0.124650141,0.490379809,0.790363016,0.499459707,0.094614291,0.483648241,0.493334292,0.485912943,1.846121535,1.880450575,1.378689914,13.51077365,1.033499491,0.62044883,20.87492041,0.0118878,488.1093673,Group009Sample0005,run1,270222_L_W1D4,W1,D4,L
270222_L_W2D1,270222,L,2,1,796.9300291,431.4988541,,270222_L_W2D1,0.615169091,0.110470947,0.49299712,0.801058476,0.439463121,0.076199553,0.484536567,0.496817738,0.486866215,1.834908241,1.51950306,1.380730912,15.08939313,1.034892573,0.615432124,18.41784514,0.010706483,429.0420997,Group009Sample0006,run1,270222_L_W2D1,W2,D1,L
270222_L_W2D2,270222,L,2,2,686.1538045,379.2381503,,270222_L_W2D2,0.590366195,0.068284127,0.477288396,0.762074274,0.310662843,0.042248149,0.475527204,0.481906829,0.478627039,1.729757038,1.123218884,1.371773564,19.17830115,1.033170697,0.626301677,12.76891393,0.00821845,364.5010365,Group009Sample0007,run1,270222_L_W2D2,W2,D2,L
270222_L_W2D3,270222,L,2,3,444.8689502,231.665917,,270222_L_W2D3,0.522992604,0.041969586,0.437361994,0.655384743,0.173310788,0.048870829,0.458216582,0.447042013,0.388377517,1.252035631,0.652768838,1.084427346,17.92461183,1.028685433,0.667336246,7.013018437,0.007099085,202.1013669,Group010Sample0001,run1,270222_L_W2D3,W2,D3,L
270222_L_W3D1,270222,L,3,1,539.909206,249.8714901,,270222_L_W3D1,0.519418227,0.164929667,0.433964703,0.652953614,0.369945355,0.076286139,0.45094383,0.443223844,0.386470274,1.354801419,0.859131171,1.081623899,5.929949119,1.030123073,0.664617966,19.09129006,0.018201625,239.0293782,Group001Sample0005,run2,270222_L_W3D1,W3,D1,L
270222_L_W3D2,270222,L,3,2,572.3802526,284.4620789,,270222_L_W3D2,0.544426265,0.10154383,0.449792171,0.69105529,0.329796356,0.048297861,0.459215943,0.457492559,0.46519208,1.519028447,1.010502191,1.330393646,11.44546361,1.029979318,0.650877256,14.78006259,0.011485223,297.8690507,Group001Sample0006,run2,270222_L_W3D2,W3,D2,L
270222_L_W3D3,270222,L,3,3,459.9804757,299.7761785,,270222_L_W3D3,0.531158819,0.058884909,0.440758416,0.670628055,0.243158834,0.043642393,0.454033097,0.449032607,0.460548814,1.463503904,0.939807212,1.344134421,16.89307391,1.029807251,0.657232295,9.94977233,0.008138689,278.2544247,Group001Sample0007,run2,270222_L_W3D3,W3,D3,L
270222_L_W3D4,270222,L,3,4,366.7417386,66.25400701,,270222_L_W3D4,0.538336374,0.065814202,0.447569787,0.679066373,0.270250799,0.048466584,0.461279319,0.455644854,0.468398582,1.482406294,1.0185055,1.345338567,17.9468808,1.029885899,0.659095789,10.99059058,0.00854983,297.1979503,Group002Sample0001,run2,270222_L_W3D4,W3,D4,L
270222_L_W4D1,270222,L,4,1,79.26057599,30.0522845,,270222_L_W4D1,0.093428465,0.021522736,0.084696999,0.097210464,0.036592537,0.000716013,0.042103376,0.068392938,0.034271942,0.115458157,0.098866029,0.737843926,7.044662535,1.392447102,0.8712745,1.772972435,0.015594004,24.13277261,Group002Sample0002,run2,270222_L_W4D1,W4,D1,L
270222_L_W4D2,270222,L,4,2,80.82584695,33.01515227,,270222_L_W4D2,0.099413018,0.021904383,0.091510774,0.102923141,0.060240108,0.009476662,0.045846961,0.074438806,0.038082091,0.126134304,0.128875047,0.73015786,5.700372209,1.369871562,0.889117575,2.481475599,0.020015662,26.88251902,Group002Sample0003,run2,270222_L_W4D2,W4,D2,L
270222_L_W4D3,270222,L,4,3,263.1559776,169.8740603,,270222_L_W4D3,0.256874625,0.023011386,0.241311136,0.260824607,0.048869046,0.026175791,0.118708612,0.199803395,0.089557379,0.315322566,0.189880899,0.674344716,15.15396272,1.402183568,0.925185468,2.176635395,0.007335893,56.76589542,Group010Sample0002,run1,270222_L_W4D3,W4,D3,L
270222_L_W4D4,270222,L,4,4,307.4914451,237.7701386,,270222_L_W4D4,0.405494894,0.024796471,0.379168344,0.404406947,0.082193387,0.020399526,0.187233916,0.307907874,0.142137064,0.502816545,0.329180685,0.65361598,15.03766789,1.393296946,0.937591076,3.443571148,0.007339097,88.62394552,Group010Sample0003,run1,270222_L_W4D4,W4,D4,L